url,title,company,location,description
https://ph.linkedin.com/jobs/view/data-engineer-at-bank-of-the-philippine-islands-bpi-4271498864?position=41&pageNum=0&refId=dvlwJs2%2B%2FyG77n2NCshuNA%3D%3D&trackingId=3HjIQ7ivHEa85go5tgsfpQ%3D%3D,DATA ENGINEER,Bank of the Philippine Islands (BPI),Manila,"Data engineers power the backbone of data-driven organizations by building robust systems that transform raw data into trusted insights - delivering a single, integrated view of enterprise data to support performance reporting, lead generation, and customer experience, while enabling smarter decisions through clean, timely, and accessible data, including ad hoc requests.



Designs and Maintains Data Architecture



Ensures Data Quality and Integrity



Develops and Optimizes Data Pipelines



Enables Data Accessibility and Security



Supports Ad Hoc and Strategic Data Needs



Others







Work Set-up: Hybrid (3x a week on-site, 2x a week work-from-home)"
https://ph.linkedin.com/jobs/view/junior-data-engineer-at-m2-0-communications-inc-4309065751?position=42&pageNum=0&refId=dvlwJs2%2B%2FyG77n2NCshuNA%3D%3D&trackingId=SvSJ%2BVwE5Mj713VmpLrAlw%3D%3D,Junior Data Engineer,M2.0 Communications Inc.,Quezon City,"Media Meter is a technology company that tracks mentions across thousands of media channels including newspapers, magazines, radio, TV, blogs, and social media. For us, it’s all about helping organizations understand what is happening in their world so that they can build more effective communications strategies. We do this by revealing conversations about issues and brands in the media, extracting insights from these conversations so that organizations can build strategies around them.



As a, you will be part of the data collection team that creates and maintains a scraping system. As a developer, your duties may include designing and developing the system, selecting appropriate scraping tools, writing efficient scraping scripts, monitoring and maintaining the system, ensuring data quality and integrity.







We believe that the power to learn new things is the one of the most important skills anyone can ever have. Given enough persistence and grit, as a part of our data collection team, you will







We’re looking for people who have an obsessive passion for learning. We don’t care if you are young or old, or even if you have a degree. But we care that you are a passionate programmer with a gnawing hunger for learning new things. As a big data company, we live to hoard information and we expect our people to have the same drive when it comes to learning. For this particular role, if you can offer the stuff (below), you might want to apply."
https://ph.linkedin.com/jobs/view/data-engineer-at-media-meter-inc-4283984159?position=43&pageNum=0&refId=dvlwJs2%2B%2FyG77n2NCshuNA%3D%3D&trackingId=vfl7xi78w4jc23MxtYnn5A%3D%3D,Data Engineer,Media Meter Inc.,Quezon City,"Is the role right for you?

As a Data Engineer, you will be part of the data collection team that creates and maintains a scraping system. As a developer, your duties may include designing and developing the system, selecting appropriate scraping tools, writing efficient scraping scripts, monitoring and maintaining the system, ensuring data quality and integrity.







We believe that the power to learn new things is the one of the most important skills anyone can ever have. Given enough persistence and grit, as a part of our data collection team, you will















Elevate your career with us and enjoy a comprehensive benefits package. Upon regularization, you'll have access to an HMO for your immediate healthcare needs. We take your health a step further by providing an exclusive HMO Health Card via Medicard. Our commitment extends to government-mandated benefits, including SSS, PhilHealth, and Pag-ibig, reinforcing your financial stability. To acknowledge your hard work and dedication, we proudly offer a 13th-month pay, adding an extra layer of recognition for your contributions."
https://ph.linkedin.com/jobs/view/graduate-software-engineer-entry-level-at-kaartech-4314226293?position=44&pageNum=0&refId=dvlwJs2%2B%2FyG77n2NCshuNA%3D%3D&trackingId=CsiSAoC4IKmvf1KkSbcwzg%3D%3D,Graduate Software Engineer (Entry Level),KaarTech,Philippines,
https://ph.linkedin.com/jobs/view/data-scientist-at-aboitiz-data-innovation-adi-4316695999?position=45&pageNum=0&refId=dvlwJs2%2B%2FyG77n2NCshuNA%3D%3D&trackingId=x2l0ETSfYtIQF%2Bk4pNWNSg%3D%3D,Data Scientist,Aboitiz Data Innovation (ADI),Makati,
https://ph.linkedin.com/jobs/view/software-engineer-at-teamified-4312701464?position=46&pageNum=0&refId=dvlwJs2%2B%2FyG77n2NCshuNA%3D%3D&trackingId=dimbdVJU8Owlahqd0%2BJNvA%3D%3D,Software Engineer,Teamified,Philippines,"Teamified works with top enterprises and digital native businesses in Australia helping them build their remote teams in India, Philippines and Sri Lanka. We pride ourselves with hiring great teams to work on exciting game changing technology. Teamified currently has 200+ engineers, testers, product managers etc. working across 20+ partners. We focus on uplifting the way organisations build and manage their remote teams through great working relationships, trust, integrity, culture and hiring processes. Additional to this we are building our own technology product offerings. We strive to deliver the best outcomes for our customers, our partners and our people.



Our client is made up of many teams — each with their own expertise. But what they think makes their people special, is that they all share one belief: that every child deserves access to an exceptional maths education. That's what they are all passionate about and that's why they do what they do. They are dedicated to supporting their clients in building a better future for maths teaching and learning in Australia.



Working closely with the Product Insights and Engineering team members, the Software Engineer implements features from the sprint backlog with a strong focus on the ease of use for the end user and a careful eye for the quality and health of the technology. The Software Engineer delivers high quality work that is thoroughly tested and includes automated unit and UI tests.

The Software Engineer provides feedback and estimates on upcoming features which is then used to help prioritise the backlog of work. The Software Engineer identifies improvements which are then considered for inclusion in upcoming sprints via the Service Owner backlog and/or the PITS process.

















If you possess the required skills and are eager to contribute to our team's success, we encourage you to apply for this exciting opportunity."
https://ph.linkedin.com/jobs/view/junior-data-engineer-at-lena-lately-everything-needs-analytics-4267528608?position=47&pageNum=0&refId=dvlwJs2%2B%2FyG77n2NCshuNA%3D%3D&trackingId=1Q8nkUMqEZcybgQsGWg18A%3D%3D,Junior Data Engineer,"LENA - Lately, Everything Needs Analytics",Pasig,"We are looking for bright and talented Junior Data Engineers to join our dynamic team here at LENA.

As a Junior Data Engineer, you will be responsible for building systems that will collect, manage, and convert raw data into usable information for analysis.





As part of a new team, you will help lay the culture and technical foundation for the team. You will enjoy growth opportunities working alongside a team that encourages intellectual excitement and a startup working environment. You will have the opportunity to bring your skills to the next level and acquire new ones along the way."
https://ph.linkedin.com/jobs/view/data-scientist-at-evo-tech-software-solutions-inc-4313119206?position=48&pageNum=0&refId=dvlwJs2%2B%2FyG77n2NCshuNA%3D%3D&trackingId=0vwIJ40TOA4CPpy8uYTuHQ%3D%3D,Data Scientist,Evo Tech Software Solutions Inc,"Central Visayas, Philippines",
https://ph.linkedin.com/jobs/view/ai-software-engineer-at-microsourcing-4313728623?position=49&pageNum=0&refId=dvlwJs2%2B%2FyG77n2NCshuNA%3D%3D&trackingId=B6Uu90mpLYJIsQIm%2FdDlRg%3D%3D,AI Software Engineer,MicroSourcing,Pasig,"Discover your 100% YOU with MicroSourcing!

Position: AI Software Engineer

Ortigas, Pasig

Onsite | Night Shift







Our Client, , supports a wide range of business processes, with a focus on activities requiring deep domain expertise. They have a large and growing base of more than 10,500 employees based in the U.S., China, India, and Serbia with 400+ clients.

Your role





















What You Need:









With over 9,000 professionals across 13 delivery centers, MicroSourcing is the pioneer and largest offshore provider of managed services in the Philippines.



MicroSourcing firmly believes that our company's strength lies in our people's diversity and talent. We are proud to foster an inclusive culture that embraces individuals of all races, genders, ethnicities, abilities, and backgrounds. We provide space for everyone, embracing different perspectives, and making room for opportunities for each individual to thrive.

At MicroSourcing, equality is not merely a slogan - it's our commitment. Our way of life. Here, we don't just accept your unique authentic self - we celebrate it, valuing every individual's contribution to our collective success and growth.

Join us in celebrating YOU and your 100%!

For more information, visit https://www.microsourcing.com/"
https://ph.linkedin.com/jobs/view/software-engineer-platform-engineer-sre-at-me-u-4301756424?position=50&pageNum=0&refId=dvlwJs2%2B%2FyG77n2NCshuNA%3D%3D&trackingId=O675eU3c0NuV7eSXBSCdPQ%3D%3D,Software Engineer (Platform Engineer / SRE),me&u,Metro Manila,"Job Description

ABOUT THE ROLE

As a Senior Software Engineer - Site Reliability Engineering - at me&u, you will be pivotal in driving the development of our software products and ensuring their operational performance and efficiency. By working on multiple tasks and features, you will ensure that our codebase, infrastructure, and services remain robust, efficient, and scalable. Your contributions will directly impact the user experience and the overall quality of our products, helping us maintain our competitive edge in the market













We’re helping the hospitality and entertainment industries to thrive and me&u is at the forefront of this. Expect collaboration and interesting problems to solve.

Work alongside a supportive, diverse and inclusive team. You’ll have the trust, freedom and support to experiment and not be afraid of failure but to learn from it...and have fun together along the way.

We’re growing quickly, and you will too. You’ll have numerous opportunities to embrace discomfort, grow and learn as me&u expands and scales globally.

We’re a flexible, remote-friendly place with inclusive leave options and day-to-day work times to suit your routine. We prioritise our team’s mental health & overall wellbeing, with access to mental health days and support programs.



We’re committed to growing and empowering an inclusive me&u community. That’s why we actively encourage applications from candidates from all backgrounds, experiences, and perspectives. If you require accessibility assistance at any stage of the process, please let us know."
https://ph.linkedin.com/jobs/view/data-engineer-at-unilab-inc-4250883335?position=51&pageNum=0&refId=dvlwJs2%2B%2FyG77n2NCshuNA%3D%3D&trackingId=wf6h3d%2BKkrN1yDaHN3tlsQ%3D%3D,DATA ENGINEER,"Unilab, Inc.",Mandaluyong,"It is the spirit of Bayanihan that drives us to continue our legacy of excellence and commitment to care. As an organization, we achieve our successes through good, honest, and persevering hard work - TOGETHER. It is in this way in which our company was built; we progressed as the country's leading Pharmaceutical company, not by sheer luck, but by pure perseverance, integrity, and brotherhood. Grow with us, and be a part of the Bayanihan spirit.









We are committed to providing our employees with the best possible experience. As a LEARNING ORGANIZATION, we are eager to support your development and create the most fitting career path for you. As DESIGNERS AND DRIVERS OF INNOVATION, we are keen to provide you with opportunities to positively transform processes that will intensify business growth. As a NURTURING FAMILY, we are passionate about conducting programs that can promote your wellness, and help you be the best that you can be. As BELIEVERS OF OUR PURPOSE, we are and we will always remain earnest in giving meaningful tasks that will keep you delighted and fulfilled - at work and beyond."
https://ph.linkedin.com/jobs/view/software-engineer-at-avaloq-4314450639?position=52&pageNum=0&refId=dvlwJs2%2B%2FyG77n2NCshuNA%3D%3D&trackingId=xvFOrjD2Ao48d6USjmoikw%3D%3D,Software Engineer,Avaloq,Makati,"Company Description

Founded and headquartered in Switzerland, Avaloq is continuously expanding its global footprint with around 2,500 colleagues in 10 countries, and more than 160 clients in 35 countries. We are an industry-leading provider of wealth management technology and services for financial institutions around the world, including private banks and wealth managers, investment managers, as well as retail and neo banks. Our research led approach and continual innovation is powered by the passion and creativity of our colleagues.

We are always looking for talented people to join us on our mission to orchestrate the financial ecosystem and democratize access to wealth management. Avaloq offers the opportunity to work closely with some of the world’s leading financial institutions as we jointly develop and shape careers. Championing a collaborative, supportive and flexible work environment empowers our colleagues to reach their full potential.



The Tools Innovation team is tasked with the implementation of a professional development environment and tools for both Avaloq developers and clients' customization experts.

We are seeking a Software Engineer to join our team. Your role will be to develop database applications. You will work with product owners, tech leads, and fellow engineers every day to improve Avaloq's wealth management technology. Your expertise will play a crucial role in enhancing our database automation and integration system, a key component that empowers both our developers and a diverse array of clients to achieve their goals.











Additional Information

We realize that managing work life balance is a challenge we all face in our daily lives and in order to support with this we are pleased to offer hybrid and flexible working for most of our Avaloqers to maintain work life balance and still continue our fantastic Avaloq culture in our global offices.

In Avaloq we are proud to embrace diversity and understand the success of our business is built on the power of different opinions, we are whole heartedly committed to fostering an equal opportunity environment and inclusive culture where you can be your true authentic self.

We hire, compensate and promote regardless of origin, age, gender identity, sexual orientation or any other fantastic traits that make us all unique, we have done our best to write this advert in an inclusive and neutral way.

Please be aware that we will not accept speculative CV submissions for any of our roles from recruitment agencies, and any unsolicited candidate submissions will be exempt from any payment expectations."
https://ph.linkedin.com/jobs/view/ai-engineer-at-inspirex-software-services-for-av-companies-4315845053?position=53&pageNum=0&refId=dvlwJs2%2B%2FyG77n2NCshuNA%3D%3D&trackingId=th7p2TDmLd8Jgf%2BIHicuaQ%3D%3D,AI Engineer,InspireX - Software Services for AV Companies,Cebu,"Join InspireX as an AI Engineer

Location: Cebu, Philippines (Hybrid)

Are you passionate about pushing the boundaries of Artificial Intelligence and integrating it into real-world applications? InspireX is looking for an with strong expertise to join our growing engineering team. This role will work across several exciting projects that involve , helping shape the future of intelligent systems across multiple industries.



At InspireX, we specialise in software solutions for the professional Audio Visual (AV) industry, supporting product teams, manufacturers, and enterprise clients with development expertise that blends deep domain knowledge and technical excellence.

While AV remains our core domain, we’re expanding our footprint into areas like, and that push the boundaries of what’s possible in connected systems. This role is part of our continued investment in AI and will contribute to a growing portfolio of projects centred around intelligent automation, model integration, and scalable system design.

Your Role

As an , you’ll combine your software engineering skills with applied AI/ML experience to design, build, and integrate intelligent systems into existing and new products. You’ll work with engineers and developers to train and fine-tune models, integrate APIs, and build scalable Java-based systems that bring AI capabilities to life.

This is a hands-on technical role for someone eager to be at the intersection of AI research and practical software engineering.











At InspireX, We Believe In a People First & #GotYourBack Mentality. We’re a Diverse, Creative Team That Values Authenticity, Continuous Learning, And Meaningful Collaboration. We Champion



Our Commitment



Join us at InspireX and become a key player in a company that values innovation, customer satisfaction, and meaningful collaboration. Help us shape the future of AV software, one support ticket (and satisfied customer) at a time."
https://ph.linkedin.com/jobs/view/senior-data-scientist-data-ventures-and-insights-at-unionbank-of-the-philippines-4312601091?position=54&pageNum=0&refId=dvlwJs2%2B%2FyG77n2NCshuNA%3D%3D&trackingId=i%2FIDpJi5N6CWPKKX8ZMUAQ%3D%3D,Senior Data Scientist - Data Ventures and Insights,UnionBank of the Philippines,Pasig,"Job Description
Partner with stakeholders in defining the business problems, identifying challenges, discovering opportunities, developing and implementing recommendations from data driven solutions and insights."
