url,title,company,location,description
https://ph.linkedin.com/jobs/view/junior-back-end-developer-at-media-meter-inc-4236267161?position=1&pageNum=0&refId=4BItPZFBSDvc%2BxmsMlnelQ%3D%3D&trackingId=2f0bJFnvwIjv2XXvxbxFXQ%3D%3D,Junior Back End Developer,Media Meter Inc.,Quezon,"Is this role right for you?

The Junior Back-end Developer will report to the Infrastructure Team Lead. He will be trained and will perform the following under the supervision of the DevOps EngineerThe following items will be your job description;









Elevate your career with us and enjoy a comprehensive benefits package. Upon regularization, you'll have access to an HMO for your immediate healthcare needs. We take your health a step further by providing an exclusive HMO Health Card via Medicard. Our commitment extends to government-mandated benefits, including SSS, PhilHealth, and Pag-ibig, reinforcing your financial stability. To acknowledge your hard work and dedication, we proudly offer a 13th-month pay, adding an extra layer of recognition for your contributions."
https://ph.linkedin.com/jobs/view/junior-back-end-developer-at-media-meter-inc-4264253857?position=2&pageNum=0&refId=4BItPZFBSDvc%2BxmsMlnelQ%3D%3D&trackingId=RYZS%2FBfaug5G5wj8cVi9Tg%3D%3D,Junior Back End Developer,Media Meter Inc.,Quezon City,"Is this role right for you?

What are your responsibilities?







Elevate your career with us and enjoy a comprehensive benefits package. Upon regularization, you'll have access to an HMO for your immediate healthcare needs. We take your health a step further by providing an exclusive HMO Health Card via Medicard. Our commitment extends to government-mandated benefits, including SSS, PhilHealth, and Pag-ibig, reinforcing your financial stability. To acknowledge your hard work and dedication, we proudly offer a 13th-month pay, adding an extra layer of recognition for your contributions."
https://ph.linkedin.com/jobs/view/junior-full-stack-software-developer-work-from-home-at-cast-lms-buri-technologies-inc-4310495161?position=3&pageNum=0&refId=4BItPZFBSDvc%2BxmsMlnelQ%3D%3D&trackingId=burV9imCXwlQRYHuzfzdvA%3D%3D,Junior Full Stack Software Developer | Work from Home,Cast LMS (Buri Technologies Inc),Quezon City,"Cast LMS (Buri Technologies, Inc.) is an e-learning development startup that focuses on helping companies transition into e-learning using our content creation service and proprietary learning management system.

Our team is one of the few development houses in the country that have won educational technology awards abroad. We are looking for individuals who seek challenges and aspire to change the Philippine e-learning landscape by helping organizations build their training materials for the future. We seek a Junior Full-Stack Software Developer to join our growing development team. The ideal candidate has a strong foundation in software development principles and a keen interest in building scalable web applications. You will work closely with our designers, senior developers, and product teams to deliver high-quality solutions that meet business needs. As part of the role, you will receive training and mentorship from experienced programmers to help you grow your technical skills and career.

We are a completely remote company but we have an office in Quezon City.



To help implement our two services that assist our customers build and design the future of learning for their companies:









Minimum Qualifications:"
https://ph.linkedin.com/jobs/view/jr-sr-backend-programmer-at-kooapps-4255159955?position=4&pageNum=0&refId=4BItPZFBSDvc%2BxmsMlnelQ%3D%3D&trackingId=pM8ma9K8DvkdxEh8CEfa%2FQ%3D%3D,Jr./Sr. Backend Programmer,Kooapps,Makati,"Responsibilities

(Junior) Begin your career at Kooapps with a 6-month, paid intensive training program.








Kooapps is at the forefront of the Philippines game development industry. Since 2008, Kooapps has launched over 50 titles – including its award-winning games Snake.io and Pictoword – that have amassed more than 400 million downloads in aggregate. This is what we aspire to do:"
https://ph.linkedin.com/jobs/view/back-end-developer-at-leapfroggr-4117073213?position=5&pageNum=0&refId=4BItPZFBSDvc%2BxmsMlnelQ%3D%3D&trackingId=%2BBsRUjyjbWRFAWVWdzn2vA%3D%3D,Back End Developer,LeapFroggr,Metro Manila,The position is responsible for the server side of web applications logic and integrations. The person should be able to develop and maintain functional and stable web applications to meet the company’s needs.
https://ph.linkedin.com/jobs/view/full-stack-web-developer-part-time-freelance-remote-at-magic-4317821531?position=6&pageNum=0&refId=4BItPZFBSDvc%2BxmsMlnelQ%3D%3D&trackingId=P%2BZSCjBf%2FTgxdtnoEPloKA%3D%3D,"Full-Stack Web Developer (part-time) - Freelance, Remote",Magic,Taguig,"Department: Support & Leadership
Location: Philippines
Compensation: $6.00 / hour




A U.S.-based leader in home inspector training, certification, and business enablement is building a modern, AI-enabled web platform to elevate inspection quality and efficiency. They help aspiring and practicing inspectors launch and grow their businesses with flexible courses, exam prep, and ongoing support. The team is now investing in software that streamlines inspections, ensures compliance, and seamlessly connects issues found to qualified contractors.


The client needs a custom student portal that integrates tightly with GoHighLevel, enabling students to manage schedules, attendance, payments, cancellations, and policy waivers in one place. This role exists to translate the vision into a secure, scalable, and user-friendly SaaS front end while leveraging GHL as the operational backbone. The hire will lead the initial project build with the potential for ongoing enhancements post-launch."
https://ph.linkedin.com/jobs/view/software-developer-python-or-javascript-at-globant-4291570881?position=7&pageNum=0&refId=4BItPZFBSDvc%2BxmsMlnelQ%3D%3D&trackingId=u03EoUypPxiv3Wc3FYARzw%3D%3D,Software Developer (Python or JavaScript),Globant,Manila,"At Globant, we are working to make the world a better place, one step at a time. We enhance business development and enterprise solutions to prepare them for a digital future. With a diverse and talented team present in more than 30 countries, we are strategic partners to leading global companies in their business process transformation.

We seek a who shares our passion for innovation and change. This role is critical to helping our business partners evolve and adapt to consumers' personalized expectations in this new technological era.











This job can be filled in or .

Create with us digital products that people love. We will bring businesses and consumers together through AI technology and creativity, driving digital transformation to impact the world positively.

Globant is an Equal Opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, veteran status, or any other characteristic protected by applicable federal, state, or local law. Globant is also committed to providing reasonable accommodations for qualified individuals with disabilities in our job application procedures. If you need assistance or an accommodation due to a disability, please let your recruiter know.

Final compensation offered is based on multiple factors such as the specific role, hiring location, as well as individual skills, experience, and qualifications. In addition to competitive salaries, we offer a comprehensive benefits package. Learn more about life at Globant here: Globant Experience Guide."
https://ph.linkedin.com/jobs/view/backend-engineer-at-bridgit-4296876993?position=8&pageNum=0&refId=4BItPZFBSDvc%2BxmsMlnelQ%3D%3D&trackingId=O3uTHo%2FdfMDegDhqM%2BopiQ%3D%3D,Backend Engineer,Bridgit,Pasig,"About Us 🚀
Bridgit is a leading non-bank lender transforming the way Australians access property finance. Purpose-built to make property transactions faster and easier, we pioneered the Buy Now, Sell Later solution – empowering homeowners to unlock their property equity and move on their terms. With a simple digital application, fast approvals, and flexible loan options, we’re making property finance seamless and stress-free.

We’re now four years old and making huge strides. We have accredited over two-thirds of Australia’s broker network, and launched white label solutions with Australia’s largest aggregators – Connective, Aussie Home Loans, Finsure, and Loan Market Group – and we’re just getting started.

Our momentum has been recognised with awards such as Best Growth Story at the 2025 Fintech Awards and finalist for Excellence in Lending (Business & Consumer) at the 2025 Finnies.

As a Senior Credit Analyst, you’ll play a key role in helping our customers secure bridging loans at critical moments in their lives — and you’ll do it as part of a team that genuinely cares."
https://ph.linkedin.com/jobs/view/back-end-developer-at-hungry-workhorse-4312044867?position=9&pageNum=0&refId=4BItPZFBSDvc%2BxmsMlnelQ%3D%3D&trackingId=nuwLfHNDs8nKfsAUesj2hA%3D%3D,Back-end Developer,Hungry Workhorse,Muntinlupa City,"Services
About Us
Careers


Back-end Developer

Back to Careers

Role Overview



We are seeking a talented and experienced Back-end Developer to build scalable, reliable, and high-performance applications that power our core systems. You will play a key role in shaping our application's architecture, collaborating across teams, and delivering robust business solutions through clean and efficient code.



Program, develop, and test class files that are high quality, stable, and scalable, and translate into effective business solutions for our application.

Develop and maintain reliable application architecture, frameworks, data structures, and recovery mechanisms.

Continuously learn and grow as a developer by staying up to date with industry trends and updates.

Troubleshoot issues and test for bugs and quality assurance throughout the software development cycle.

Coordinate with technology, growth, and operations teams to enhance our application and troubleshoot production problems.



3+ years of experience in software development, information systems, specifically in Java.

Strong knowledge of Spring MVC, Spring Boot micro services, distributed messaging/JMS, REST architecture, and distributed caching.

Solid experience with Java and the JVM ecosystem. Some areas that our Java engineers work in: Java 11, Groovy, Maven, Gradle, Spring Boot, Spring, Tomcat.

Proficient in scripting languages (JavaScript, Python, Git).

Exposure to Continuous Integration/Delivery pipeline for cloud, including Jenkins, Sonar, Docker, etc.

Fluency in at least one Linux-based scripting language.

Proficient in NoSQL database tools like MongoDB or Cassandra.

Observability with Prometheus, Grafana, Loki & FluentBit.

Working knowledge of container technologies & Kubernetes cluster operations.

Knowledge of Service Mesh platforms like Envoy, Istio, or Kong is a bonus.



Bachelor’s degree in computer science or the equivalent in experience.

Proficient in Java, Spring Framework, Spring Security.

Prior experience using MongoDB, Cassandra.

Provide concrete examples of prior successful projects.

A mix of hard skills to develop strong code and soft skills to collaborate effectively with a team and other departments.



Use this space to promote the business, its products or its services. Help people become familiar with the business and its offerings, creating a sense of connection and trust. Focus on what makes the business unique and how users can benefit from choosing it.

Join Us

First Name*

Last Name*

Phone*

Email Address*

Position*

Why do you want to work at Hungry Workhorse?*

LinkedIn Profile

GitHub Profile (If Applicable)

Please send your cv at info@hungryworkhorse.com

Hungry Workhorse is a Philippine-based digital and business transformation company that helps organizations adapt to the evolving digital economy.

Quick Links

Services



Articles

Careers

Privacy Policy

Contact

info@hungryworkhorse.com

Commercenter Alabang, Muntinlupa City, Philippines

© 2025 Hungry Workhorse Consultancy Inc."
https://ph.linkedin.com/jobs/view/full-stack-developer-ai-driven-systems-at-spiralyze-4315815280?position=10&pageNum=0&refId=4BItPZFBSDvc%2BxmsMlnelQ%3D%3D&trackingId=ADDHHKGfy9O3QPYnU24IJA%3D%3D,Full-Stack Developer (AI-Driven Systems),Spiralyze,Manila,"Department: Spiralmetrics Development
Location: Remote Philippines (Manila)



We’re looking for a talented full-stack engineer who can build fast, scalable, and intelligent web applications, and is passionate about working with AI APIs, agent workflows, and vector databases.

In this role, you’ll own features end-to-end—from designing and implementing front-end interfaces with React and Next.js to building robust back-end services in Node.js or Python. You’ll design and integrate APIs, connect AI models like Gemini and OpenAI, and implement custom LLM workflows in production.

If you enjoy building data-rich, AI-powered systems, experimenting with cutting-edge technologies, and turning ideas into real-world products, this is the place for you."
